Comments	Pardis	Mina	Yasmin	Average	P_Deviation	M_Deviation	Y _Deviation	P_mislabeling	M_mislabeling	Y_mislabeling	Natalie	Labels	
 i am thinking that my body stopped producing progesterone and i became estrogen dominant, but who am i to say this. why do we have doctors. it s not the right time to talk about nhs, they are today s heroes.	2	4	3	3	1	1	0					3	
i am 40, had a medical abortion a couple of months before all this started.	5	5	5	5	0	0	0					5	
hi Malina - oh yes, i have suffered horribly from the burning body parts & even though i am 7 years post menepause, my menopause symptoms didnt kick in until roughly 3 years ago & i have been slammed ever since	5	5	5	5	0	0	0					5	
yes, i too am estrogen dominant & i doubt there is an ounce of progesterone left in the tank - my nervous system is completely shattered - i just read that stress raises inflammation so no wonder my body has been especially achy - oy vey!	5	5	5	5	0	0	0					5	
Malina i have been crying all morning thinking the same thing. My mind is going crazy "how can this be hormones. I woke up this morning feeling like a 90 yr old. My joints cracking, terrible back pain and stiffness. Legs heavy, tingling sensation, headache, right baby toe numb, heavy upper body and arms, right rib hurting. Sinus stuffy. Hard to walk.	4	4	4	4	0	0	0					4	
Since March hit all hell broke loose all over again. i got a nice break for a while, me thinking that i was out of the woods then BAM. This is a mental roller coaster to what ? Better ? When ? I am suffering, all us women are. It is like the symptoms talk to each other. This week i will give her terrible back pain then tomorrow i will give her head aches, etc,etc,etc. I find that during 12.30 to 3 am at night all hell breaks out for me. Internal tremors and anxiety, insomnia, fear. This all is madness	4	4	4	4	0	0	0					4	
i thank God for this forum and you ladies. Praying for you and everyone	0	0	0	0	0	0	0					0	
hello and thank you for your reply. i wonder why is this happening to us? what have we done to deserve such a punishment? i ve noticed i feel better if i walk and keep myself busy. 	2	1	0	1	1	0	1					1	
the breast pain is killing me and makes me think i am going to develop something bad.	4	4	4	4	0	0	0					4	
hi malina sorry for what you are going through but your not alone i did go through all that and i thought i had RA ,lupus and so many other disease my feet and heals were so much in pain ,joint and tenders some days i could barley walk and i am 43 years old ,every blood test and mri , ct scan came normal ,	5	5	5	5	0	0	0					5	
i start going gym and that made so much diff rent ,and i have being in birth control for the past 3 months and that changed everything no more pain , my mode is way better , the joint pain i barley have it only when it is my period time , so it is all to do with the freaking hormones ,hope you feel better 	5	5	5	5	0	0	0					5	
thank you for your message. i am always thinking i have a terrible disease, my doctor and all the doctors who have seen me are just not able to figure it out what s wrong with me?	5	5	5	5	0	0	0					5	
i used to be a healthy, happy woman, not any more. i ll die in pain, no i cannot walk and go to work, the pain is unbearable. my left arm and palm are really swollen, not bad, bad o can feel a discomfort and my breasts are bigger and bigger and inflamed, like i have given birth to a child a week ago and i have to feed him. i used to have small and firm breasts, now are soft, big and ugly, makes me sick to even look at me. i also gain weight and not able to lose a gram.	4	4	4	4	0	0	0					4	
hello again, may. can you give me more details about the birth control pills you are taking?	0	0	0	0	0	0	0					0	
a doctor told me once i could try, but never gave me details or a prescription and now my gp is a moron. i did some hormonal tests and my progrsterone is a bit low. the abortion pill was supposed to stop me producing progesterone, so probably i stopped and now i need to re establish balance. thank you!	5	5	5	5	0	0	0					5	
I know what you are going through. For two years on & off, I had episodes of the pain you described.	4	3	3	3.333333333	0.6666666667	0.3333333333	0.3333333333					3.333333333	
Blood tests normal as I have tested positive years ago for RA. I was diagnosed with fibromyalgia. With the help of a naturopath, I doubled my daily intake of magnesium, started on CoQ10, take a daily CBD oil (manufactured so over the counter). I noticed an ease in my joints. daily exercise with light weights. What helps me most is massage. The first time I went I cried in pain because my body was so tensed. Now it feels good.	5	5	5	5	0	0	0					5	
thank you for your message. i try to walk and to keep myself active, but i get tired easily. for the last three days I am in terrible pain, yesterday all my muscles and tendons were on fire.	4	4	4	4	0	0	0					4	
. i ll think to start taking estrace vagianl of pills and progesterone on my own, my doctor says the same thing, that my hormone levels are normal. i repet, no auto immune diseases, ana negative, crp normal, lyme test done 5 times, western blot clean.	5	5	5	5	0	0	0					5	
i am very emotional, i lost my confidence, my self esteem is zero, my hair is falling a lot, my skin is dry, my period is not as before,	4	4	4	4	0	0	0					4	
i have tendonitis in my shoulder, my elbow is swollen, my breast engorged and achy, around waist i am fluffy.	5	5	5	5	0	0	0					5	
i have like a tight band on my arm, burning all over, my left heel in pain from time to time, my fingers smth achy. i need to know if i can try estrace and progesterone and what would be the dosage. help!	4	4	4	4	0	0	0					4	
There is no magic remedy. No one was prepared (although asian countries definitely are doing a better job). Yet, despite healthcare systems being overloaded, and economies crashing, statistically, not that many are dying, economies will eventually rise back up...	0	0	0	0	0	0	0					0	
If this were a smallpox2 scenario, with no hope for a vaccine in anything less than a year.... it simply frightens me to think about it. Imagine, something that is airborn, survives floating around in an empty room for hours, survives in air ducts, is extremely contagious, and kills 30% of everyone who catches it?	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
The only tricky part of SARS-CoV2 is the long asymptomatic-contagious incubation period. Another virus could absolutely pop-up in 5 years time with that same tricky incubation, and yet be as deadly as measels, ebola, or smallpox. It CAN happen. Once something, anything, CAN happen, well....given enough time... it WILL happen.	0	0	0	0	0	0	0					0	
I feel like whoever wrote this did so with the idea that Trump himself would read it, because frankly, all you have to say is "American lives are no more important than lives of people anywhere," which is a concept that is startlingly difficult to get many Americans to understand.	0	0	0	0	0	0	0					0	
Basically, bodies are being left on the streets or in homes and not picked up because people are afraid to touch them. Not enough workers to do the job.	0	0	0	0	0	0	0					0	
Holy shit I’ve got untreated ADHD	5	5	4	4.666666667	0.3333333333	0.3333333333	0.6666666667					4.666666667	
I have diagnosed and managed ADHD, as well as a degree in a field that makes me rather knowledgeable about noticing it in others. I am also super vocal about having it for a couple reasons. Mainly, if I tell people "I'm like this because of the way my brain works, please tell me to shut the fuck up if you need to" then I'm easier to deal with. Also I think that normalizing through discussion is really important.	5	5	5	5	0	0	0					5	
The thing with ADHD is a lot of the symptoms of ADHD are things that a lot of people have, but cranked all the way up to 11.	0	0	0	0	0	0	0					0	
Hyperfocus is a big one for me, and one that people tend to relate to the most. It's linked to motivation as well. So, for instance, it's really easy to stay in bed and play on your phone for a couple of hours!	4	4	2	3.333333333	0.6666666667	0.6666666667	1.333333333					3.333333333	
Is it possible to have ADHD or ADD if we have these symptoms to a milder extent?	2	2	1	1.666666667	0.3333333333	0.3333333333	0.6666666667					1.666666667	
I lost large chunks of time, have definitely felt like I was certified stupid bc of my inability to recall things when I need them but I haven’t been THAT extreme where I hold my pee while immersed in a hobby. etc.	4	4	4	4	0	0	0					4	
To add to this, when you go to the psychiatrist, they are going to want proof that it has been historically a problem.	0	0	0	0	0	0	0					0	
When I went to mine, my mom gave me my old report cards from elementary and their writings about me. What some of the teachers wrote were pretty much ADD diagnosis on paper.	4	5	4	4.333333333	0.3333333333	0.6666666667	0.3333333333					4.333333333	
That kind of sealed the deal for him. That and the stories of all the terrible shit I've put myself through from this disorder during my teenage and college years. It sucks big donkey balls, but it makes life interesting.	5	5	5	5	0	0	0					5	
I was diagnosed recently after actively seeking treatment for almost 1.5 years, and after passively suspecting it since I was around 12.	5	3	5	4.333333333	0.6666666667	1.333333333	0.6666666667					4.333333333	
Well I did not foresee the world falling apart and needing to work from home with my 6 month old and 2 year old.	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
Some days it's great. They are amazing and the only reason I'm staying sane. Other days.... Nothing makes you reevaluate your decision to have 2 kids 18 months apart like being trapped in a house with them 24/7.	3	1	1	1.666666667	1.333333333	0.6666666667	0.6666666667					1.666666667	
I've all the perisymptoms sudden attack of weakness which comes in a flash it is something I've never experienced in my life before and I also have chest symptoms. my FSH levels are at 32. what does this mean? thank you	5	5	5	5	0	0	0					5	
I too suffer from the terrible weak feeling it's scary and I have found no explaination for it other than anxiety and peri.	5	5	5	5	0	0	0					5	
My fsh levels were 3.4 so I'm definitely not menopause yet. They say if you are over 10 then you are definitely in peri. I know i definitely am in peri as all the symptoms are horrid.	5	5	4	4.666666667	0.3333333333	0.3333333333	0.6666666667					4.666666667	
All I can say is stay as stress free as possible and look after yourself I know in this current climate everyone is anxious but try do some yoga and speak to a good Doctor who understands what you are going through.	0	0	0	0	0	0	0					0	
I'm going through a load of symptoms too and I completely sympathise.	3	2	3	2.666666667	0.3333333333	0.6666666667	0.3333333333					2.666666667	
I have constant nausea 8 days after an iron infusion. I had other symptoms on day 3 but they went away.	5	5	5	5	0	0	0					5	
Has anyone else experienced this and should I just ride it through the next couple of weeks? I’m too scared to do it again after feeling so unwell and having to continue working it’s been a nightmare	2	2	3	2.333333333	0.3333333333	0.3333333333	0.6666666667					2.333333333	
Maybe the hospital could try another form of iron. I have ferrinject which is fine but I reacted very badly to Monofer (apparently this is very unusual).	5	5	5	5	0	0	0					5	
it reminds me of birth control in a way. some women react badly to different types.	0	0	0	0	0	0	0					0	
i will think about switching to a different one if possible. i didn’t know there was more than 1. i’m in australia and not sure if all countries have lots of different types	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
We’re in the hands of the medical profession really. We can only follow the advice of those who’ve treated hundreds of others like us. But it’s good to hear what happens in other countries.  Good luck. Let us all know how you get on.	3	0	0	1	2	1	1	INVALID				1	
Hi I have not had a iron transfusion but I’m nauseous constantly I drink aloe vera water a lot and I am taking a medication called Zofran. I do B 12 shots almost every 3 to 4 days to just keep me going without being so so tired	5	5	5	5	0	0	0					5	
Hi, I had an iron infusion on 26 March this year and ended up in hospital a week later with severe abdominal pain, nausea, diarrhoea and vomiting.	5	5	5	5	0	0	0					5	
Nearly 4 weeks on and still experiencing stomach pain and nausea from time to time. It’s been completely debilating for me and I’ve had 4 weeks off work as I couldn’t function, I was bedridden most of the time. I’m back at work next week and I too am scared to ever have another infusion again.	5	5	5	5	0	0	0					5	
I think I’m on the same train as you. Day 6, and I feel like I’m dying. Nausea, shakes, aches, diarrhea. Thinking about a hospital trip to make sure my kidneys and liver are doing ok.	4	4	4	4	0	0	0					4	
Did your  symptoms wax and wane? They start to get just a little bit better? What have you been doing to cope? How are you feeling now?  Very curious to see if there’s a light at the end of this tunnel.	0	0	0	0	0	0	0					0	
Hi. Im new to this discussion board.  I was told this morning that I need 2 iron transfusions.	5	5	5	5	0	0	0					5	
Can anyone give me the good bad and ugly of what happens please?	0	0	0	0	0	0	0					0	
Sorry for my late response, I must have missed it.  I ended up getting a stomach infection after my iron infusion also. That's why it took so long for me to heal.	5	5	5	5	0	0	0					5	
It was helicobacter pylori and it was hell. I was on antibiotics for 2 weeks to kill it off and finished them mid May. It took me up to early May to come back to work on reduced hours.  I am still feeling the effects of the stomach infection and not yet 100%.	5	5	5	5	0	0	0					5	
My specialist said that iron is such a strong mineral, it ended up washing away my whole stomach flora enabling the bad bacteria to thrive.	5	5	5	5	0	0	0					5	
Knowing what I know now, never again. I still have to manage my diet and avoid highly acidic foods, red meat being one of them but once my stomach inflammation heals I will increase my iron rich foods in my diet and have regular blood tests to monitor. I hope you are feeling better?	4	4	4	4	0	0	0					4	
Thanks for the response. I’m still not better.	2	1	1	1.333333333	0.6666666667	0.3333333333	0.3333333333					1.333333333	
No diarrhea anymore, but the nausea comes in terrible waves, exhaustion, fever. I can barely work a few hours a day. I’m on day 22 since infusion. How did they test for H. Pylori? Did you feel better once you started it?	5	5	5	5	0	0	0					5	
When I was in hospital they did a colonoscopy and gastroscopy and found the bacteria in my biopsies. Everything else was all clear but the iron did make me very sick.	5	5	5	5	0	0	0					5	
Due to the bacteria I wasn't able to each much which meant my diarrhoea subsided but that's what put me in hospital initially, excessive diarrhoea due to the the iron infusion. My stomach feels better after having completed the AB to kill off the bacteria but I am still experiencing feelings of off balance/dizziness. I initially started feeling like this when I commenced on the AB for the bacteria and now it's just continued.	5	5	5	5	0	0	0					5	
Seeing a second Dr on the weekend given my regular GP didn't have a clue.  I know it's not iron given my last blood test was over 6 weeks ago and iron levels high/good.  My specialist said it will take at least 6 months for my iron to settle.	5	5	5	5	0	0	0					5	
When exactly did you have yours?  It may pay to see another Dr and get a second opinion.  Have you had the levels checked since your infusion?	0	0	0	0	0	0	0					0	
I don't feel exhausted like I used to when I was anaemic, my tiredness is different now and I feel it is due to my stomach infection and the slow recovery.	5	5	5	5	0	0	0					5	
Wow. I can’t believe they gave you a colonoscopy in the hospital. I’m glad they found it.	0	0	0	0	0	0	0					0	
I had my infusion May 21 and started feeling sick 2 days later.  Did you throw up as well?	5	5	5	5	0	0	0					5	
How long did it take for the nausea to subside? Did the antibiotics help all the symptoms other than dizziness? You should definitely be taking a medical grade probiotic now to replace the knocked out flora.	0	0	0	0	0	0	0					0	
I’m resisting throwing up, but I’m so nauseous it’s hard to function. When I wake up in the morning, I almost can’t move I’m so sick. I wonder if H. Pylori could cause that severe nausea.	5	5	4	4.666666667	0.3333333333	0.3333333333	0.6666666667					4.666666667	
Did the doctors in the hospital think everything was from the infusion? What were their theories	0	0	0	0	0	0	0					0	
I had two with no problem. Maybe some stiff muscles and fatigue for a couple days. The third was fine during, but two days later it really messed me up, fever, muscle aches, anxiety, chills, nausea, vomiting, diarrhea. The nausea is still kicking my ass and it’s been 22 days. I won’t do it again. However, I don’t think this is the normal reaction.	5	5	5	5	0	0	0					5	
I had my infusion on May 26 and spent the next 3/4 days in bed with severe flu like symptoms, body aches and pains. Then the diarrhoea set in and I was in hospital on Easter Sunday, 1 April.	5	5	5	5	0	0	0					5	
 Do you have severe stomach pain and nausea when you try to eat? if so, it may not be the iron but the same infection I got.	5	5	5	5	0	0	0					5	
How is your diet? Can you eat?	0	0	0	0	0	0	0					0	
I am part of Facebook group where another lady also got HP infection after an iron infusion so it does happen.  It can be detected via a stool test so may be an option for you if you still experiencing issues.	0	0	0	0	0	0	0					0	
I still have bouts of nausea but I don't think it is from the iron infusion but from my spells of off balance/dizziness and I'm yet to find a Dr who can tell me what is causing it. My naturopath suspects it is still my inflamed stomach which takes a minimum of 6 weeks to heal.	5	5	5	5	0	0	0					5	
The antibiotics themselves caused dizziness/nausea (one of the many side effects listed in the leaflet) and only helped with everything but these symptoms. I did take a strong probiotic that my Naturopath recommended and I finished that last week, took it for a whole 30 days during and after my AB treatment.	5	5	5	5	0	0	0					5	
I didn't throw up but felt very close to doing so with the nausea and in the height of my stomach issues, wasn't able to eat a thing. It was only when my Dr placed me on Nexium to help with the stomach acid that it settled and I was able to eat very bland foods.  My diet has improved since I finished he AB though but I am still avoiding highly acidic foods until I can be certain my stomach inflammation is gone.	5	5	5	5	0	0	0					5	
The public hospital Dr's were clueless, I kept telling them I don't believe in coincidences and that the iron has somehow caused another problem with my stomach but they kept saying it was unrelated.	5	5	5	5	0	0	0					5	
It wasn't until I asked for my own private Dr (I have private health cover) that he pieced it all together.	5	5	5	5	0	0	0					5	
He said, he suspected that given iron is a such a strong mineral and a lot of people experience gastro intestinal problems when taking any sort of iron supplement, that the infusion I was given was too much for me in one go, that it completely flushed out my gut flora and enabled the bad bacteria to thrive, hence causing my stomach infection.	5	5	5	5	0	0	0					5	
Agree it is not normal, I had all the symptoms you describe above directly after my iron infusion also.  We are the rare group who have severe reactions to the iron and unfortunately Dr's do not tell you this or monitor you afterwards to help you get back to normal.	5	5	5	5	0	0	0					5	
It almost defeats the purpose of infusing you with iron when you are completely debilitated afterwards for an extended period of time.	2	0	0	0.6666666667	1.333333333	0.6666666667	0.6666666667					0.6666666667	
aaah this is exactly what my doc said. You are one if the unlucky ones..	5	5	1	3.666666667	1.333333333	1.333333333	2.666666667			INVALID		3.666666667	
how does that helps us get back into our normal lives. I cannot stay in bed forever.	3	3	2	2.666666667	0.3333333333	0.3333333333	0.6666666667					2.666666667	
I had my infusion on Friday at 12pm noon. I noticed yesterday afternoon and all of today I've had really bad kidney pain, I've checked and apparently iron is very harsh on the kidneys and 24hrs after an iron infusion you're kidney's excrete 5% of the iron given during it.	5	5	5	5	0	0	0					5	
I also noticed yesterday my pee was rust coloured and very bad smelling for a while but that has cleared up now. I've got aching muscles too. I hope tomorrow I Wake up and these side effects are gone or going!.	4	4	4	4	0	0	0					4	
I'm in Scotland in UK so had the infusion on NHS.	5	5	4	4.666666667	0.3333333333	0.3333333333	0.6666666667					4.666666667	
I suggest you check with the consultant. I have Ferinject every three months without bad effects so far. Monofer caused aphylactic shock.	5	5	5	5	0	0	0					5	
Maybe you need a different brand. Good luck. I am in UK. We are so lucky with the nhs.	2	0	0	0.6666666667	1.333333333	0.6666666667	0.6666666667					0.6666666667	
I will do Capsicum thanks.	5	5	3	4.333333333	0.6666666667	0.6666666667	1.333333333					4.333333333	
Can I ask you, how many days after the infusion do you begin to feel better?.	0	0	0	0	0	0	0					0	
It takes about two or three weeks for the iron levels to rise so I’m not short of breath. But luckily I now have monthly blood tests and get the infusion done before I start feeling really bad.	5	5	5	5	0	0	0					5	
Thanks. I think from now on I'll do the same and get regular monthly blood tests done.	3	3	3	3	0	0	0					3	
I also had two sessions over two weeks and thought wow not much in side effects as if there are side effects to be had I get them and I don't think my doctor always believes me. One week after the second infusion it started and I thought I had a tummy bug so isolated myself as I live in a retirement apartment and spend lots of time in the communal lounge and did not want to pass it on - it then seemed to clear up but a few days later it came back with stomach problems, nausea, headache and woozy, a very dry mouth and so very tired.	5	5	5	5	0	0	0					5	
In some of the Forums later there is mention of H. Pylori which is of interest as I had to have treatment a few years ago for that so when I go to have the blood tests for the iron levels I think I will ask for that to be tested again.	5	5	5	5	0	0	0					5	
Can anyone out there give a clue as to how long all this will last, I only had the infusion as when the doctor phoned to say my iron was still low and to increase the iron tablets I was prescribed and I said I did not like being on them that she suggested the infusion so now do not know which way to go though having had the infusion it is too late to do anything until it wears off so how long will that be?	5	5	5	5	0	0	0					5	
I had an Iron Infusion over 5 weeks ago now and still feeling terrible. I have now seen an Endocronoligist who believes my symptoms are due to a significant drop in my phosphate level. A phosphate infusion did not help, think my Vitamin D needed to increased to allow absorrption. I am now on phosphate tablets , but still have a lot of trouble walking a lot of the time due to muscle fatigue and stiffness	5	5	5	5	0	0	0					5	
I would love to hear from anyone who has experienced anything similar and if so how they recovered or what their experience was like. Thanks	4	2	1	2.333333333	1.666666667	0.3333333333	1.333333333					2.333333333	
Pain...Pain go AWAY! Are you looking for an All-Natural way to rid your body of pain (arthritis, back pain, muscle pain) Try 10X Gold Super 1000 CBD Oil. It's the most potent on the market	0	0	0	0	0	0	0					0	
WiShInG YoU ALL A VeRy MeRrY ChRiStMaS.......	0	0	0	0	0	0	0					0	
Protect yourself before the cold and Flu season is here: http://magnetictherapyfacts.org/painrelief/?p=1067 <<<<<	0	0	0	0	0	0	0					0	
Ftgd Blessed thursday guys, anyone else quit big pharma for natural CBD capsules? the healing advantages i get from using these natural medicine is magical, helps with my fibromyalgia, PTSD, Lupus and RA very well whch makes me relaxed, excited, stress free and with no pain. these capsules also help my mother battler her chrohnsdisease, migraines and insomnia, this product really helps, I get capsules from this page https://www.facebook.com/cannacapsulesheal420/ nature at its best	5	5	5	5	0	0	0					5	
Hi I have friends using energy infused holograms. Working really well	0	0	0	0	0	0	0					0	
Solgar curcumin great for pain.. Take it wit black pepper and krill oil to aid digestion😀	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
Flaxseed oil spoon full a day helped me	4	3	1	2.666666667	1.333333333	0.3333333333	1.666666667					2.666666667	
Cannabis including Phoenix Tears. Begin Botox injections in 3 weeks.	2	1	0	1	1	0	1					1	
I seen your post on the pain no more site. I have a family member who is in constant pain in joints etc. He has been on this for 3 weeks and it has changed his life. https://www.modere.ca/.../liquid-biocell-life-2pack-ca/...	1	2	0	1	0	1	1					1	
Kratom for pain and energy and lots of magnesium	2	0	0	0.6666666667	1.333333333	0.6666666667	0.6666666667					0.6666666667	
good to know...I am so tired myself!	0	1	1	0.6666666667	0.6666666667	0.3333333333	0.3333333333					0.6666666667	
Nature has many remedies to common problems. By having the facts before you can make an informed decision. I hope you find a solution. on.fb.me/1fqFYu5	0	0	0	0	0	0	0					0	
Essential oils and acupuncture	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
I am takinh curcumin suooliments will see if it helps	5	2	4	3.666666667	1.333333333	1.666666667	0.3333333333					3.666666667	
I use acti patch does really work too	5	3	4	4	1	1	0					4	
My battle with Fibromyalgia, my weight, my pain, lack of energy, and feeling comfortable in my own skin has been tough. I'm just beyond thankful to have found a program that actually works! To shed over 40 lbs, drop 4 sizes, and lower my cholesterol in 4 short months was an answer to prayers.	5	5	5	5	0	0	0					5	
The program I coach really works. If you're sick and tired of being sick and tired, please reach out. Take my hand! You don't have to do it alone. A real program, for real people, real results, real quick! I'd love to chat and share this wonderful program with you. I think you'd like it too.	0	0	0	0	0	0	0					0	
The energy alone that I'm getting is worth it, but to also be finally able to lose this excess weight and better manage my pain has been nothing short of a godsend!	4	3	4	3.666666667	0.3333333333	0.6666666667	0.3333333333					3.666666667	
Even family and friends don't believe or understand. I initially had it before most doctors even understood it.	5	3	4	4	1	1	0					4	
One told me it was all in my head back in 1994. All that those like me asked is please look it up on Web MD or ck. Support groups and read . When somebody says they have cancer it too doesn't always show.	4	4	4	4	0	0	0					4	
I use the dorn method..... It's very good. It's too hard to explain how it works but very easy to do. If u go onto YouTube and type in dorn method you will find many videos.	5	3	3	3.666666667	1.333333333	0.6666666667	0.6666666667					3.666666667	
I highly recommend this. I suffer with fybromyalgia, ankylosing spondylitis arthritis in my hip and dystonia. It has really helped me. X	5	5	5	5	0	0	0					5	
We are healing my wife who has suffered with fibromyalgia for years. I took a 12 week leave of absence and we incorporated a number of new methods - Reiki, sleep preparation, exercise, diet and many emotional techniques. We dug deep deep to find the real cause of the pain. It was a life changing experience for both of us. I have posted many inspired poems on Messages From Baird FB page and Sunrise Reiki as well. Thank you and God Bless all of you.	1	2	0	1	0	1	1					1	
Has anyone tried drinking freedom aloe vera drink ....my son drinks it and it gas worked wonders for his pain x	1	2	0	1	0	1	1					1	
Lots of magnesium is great if you don't mind the extra bathroom visits	2	0	0	0.6666666667	1.333333333	0.6666666667	0.6666666667					0.6666666667	
Yes, I agree. Fibro is not a piece of cake. It hurts	3	1	1	1.666666667	1.333333333	0.6666666667	0.6666666667					1.666666667	
show me,i been there since 19yrs old in army,discharged because my back was injured,, my right shoulder broke,,the veterans pain and spine doctor,,yes but she want give me nothing for pain,,the veterans boss tells the doctors what they can do,,	4	4	5	4.333333333	0.3333333333	0.3333333333	0.6666666667					4.333333333	
I have a friend who is using the Forever Move. Combining Tumeric and Egg Cell Membrane may help with pain relief. DM for info	0	0	0	0	0	0	0					0	
I pray there is a cure. This is a miserable and unpredictable ailment	2	1	1	1.333333333	0.6666666667	0.3333333333	0.3333333333					1.333333333	
been there for the past 9 - 10 years the amount of years when I was able to go to the doctor and get diagnosed with this	5	5	5	5	0	0	0					5	
Fibro is lyme you can get better	0	0	0	0	0	0	0					0	
Anyone live in Cincinnati area	0	0	0	0	0	0	0					0	
I know your pain I have it everyday, have had for the past 10 years.	4	4	3	3.666666667	0.3333333333	0.3333333333	0.6666666667					3.666666667	
I sympathise with all of you. Let's pray for a cure!!!!! Everyday I count my many blessings and I get through each day with the love of my amazing and God given husband of 42 years. Love and blessings to you all!!!!! xoxoxox	0	0	0	0	0	0	0					0	
This cycle is spot on. Fatigued and painfull today. Gentle hugs to all suffers be strong xxx	3	3	3	3	0	0	0					3	
Ugh how I'm feeling today!	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
It me everyday i also have a back injury and take a bunch of pills that prob will kill me i have taken them for years to somewhat function inlife	5	5	5	5	0	0	0					5	
If you have chronic pain, or want info about pain, please consider joining our Facebook group, the “Chronic Pain Information Group” with a unique mandate -- for pain information first and conversation second. We have 9 admins. https://www.facebook.com/groups/213043808888480/	0	0	0	0	0	0	0					0	
or, like me today...push through to get the job done...and now no meds are helping me.	5	5	4	4.666666667	0.3333333333	0.3333333333	0.6666666667					4.666666667	
Depression anxiety weakness and helplessness.	0	0	0	0	0	0	0					0	
Soooooo true minus the depression for me	2	1	1	1.333333333	0.6666666667	0.3333333333	0.3333333333					1.333333333	
So true the pain never goes away and now the Lupus and RA is not helping out either let's all just get together and pray for each other the good lord knows our needs God bless	5	5	5	5	0	0	0					5	
whats difficult is you can look normal and simple demands and exspectaion of others can be overwelmming cause its something they cant see or feel .	0	0	0	0	0	0	0					0	
Josie I understand what you mean , My heart and prayers go out to you , all though I have Low form of fibromyalgia its effect every area of life	5	5	5	5	0	0	0					5	
I know God is willing to heal all diseases . I have faith he will , he has healed me many things , I won't give up , and That he wants to touch many others through my testimony.	1	2	1	1.333333333	0.3333333333	0.6666666667	0.3333333333					1.333333333	
The invisibility of chronic pain...	2	0	0	0.6666666667	1.333333333	0.6666666667	0.6666666667					0.6666666667	
Ditto it's a nightmare you live 24hrs a day, 7 days a week and so on	3	1	0	1.333333333	1.666666667	0.3333333333	1.333333333					1.333333333	
Hating my life 😰😡	4	3	3	3.333333333	0.6666666667	0.3333333333	0.3333333333					3.333333333	
But you can Break the Cycle Of Pain by taking control of just one segment of this cycle.Everything in a circle changes when any one thing in the circle changes. If you can remove just one segment of the circle it's no longer a viscious cycle and you can begin to heal.	0	0	0	0	0	0	0					0	
Especially when the pain specialist says, "You look good. You look healthy."	2	0	0	0.6666666667	1.333333333	0.6666666667	0.6666666667					0.6666666667	
This and much more. I have cognitive issues and migraines on top of all of this.	5	5	5	5	0	0	0					5	
Thats me it never bloody stops every single day :-(	1	2	1	1.333333333	0.3333333333	0.6666666667	0.3333333333					1.333333333	
Pain never goes away it just move from one point of the body to another part of of your body day in and day out :(	2	0	0	0.6666666667	1.333333333	0.6666666667	0.6666666667					0.6666666667	
Stop the cycle, there is relief available through the power of your own mind. In no way shape or form does this minimize the severity of the Syndrome however any positive alleviation should be sought after.	0	0	0	0	0	0	0					0	
So true. Thank God I got the air conditioner up and running and I can move and clean a little today. I will pray for you all.	0	0	0	0	0	0	0					0	
Oh poor me,am a prisoner in my own body	4	3	3	3.333333333	0.6666666667	0.3333333333	0.3333333333					3.333333333	
So tired of this and getting up at night cause pain wakes me	4	4	4	4	0	0	0					4	
So true, so tired of feeling this way.	2	1	1	1.333333333	0.6666666667	0.3333333333	0.3333333333					1.333333333	
Omg this is how I feel today!!!! I just went through the storm of Pain now I'm extremely tired and the past hour feeling very depressed!!!!! 😢	4	4	4	4	0	0	0					4	
AMEN to this, I feel every day, makes my bi-polar & m.d. disorder crazier than what it already is 😖	5	5	5	5	0	0	0					5	
If you want to lose the pain meds entirely, treat the root cause. A new and incredibly powerful product is available for far less than the cost of a prescription. All natural, fully organic, and won't interact with any other meds in your regimen. Message me to learn more. Let's get started today!	0	0	0	0	0	0	0					0	
My pain started in my neck and quickly spread to all my limbs. I got diagnosed with fibro myalgia one and a half years later I actually had Lyme disease with Co infections not fibro.	5	5	5	5	0	0	0					5	
I believe a lot of people have Lyme not fibro. ;) They have exactly the same symptoms except Lyme eventually affects your heart and brain.	0	0	0	0	0	0	0					0	
exercise should be in there to help with the pain.	0	0	0	0	0	0	0					0	
Exercise makes my pain almost unbearable. :(	4	4	3	3.666666667	0.3333333333	0.3333333333	0.6666666667					3.666666667	
People do not understand because you don't look sick most days, I wouldn't wish this disease on anyone, fibromyalgia! Miss doing things with family also!	5	5	4	4.666666667	0.3333333333	0.3333333333	0.6666666667					4.666666667	
Not sleeping	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
Only people that have Fibromyalgia syndrome understand another fibromyalgia person	0	0	0	0	0	0	0					0	
Tiredness and lack of understanding	1	0	0	0.3333333333	0.6666666667	0.3333333333	0.3333333333					0.3333333333	
My family Dont understand the way I hurt all the time they think I faking it its all in my mind I wish they could walk a day in my shoes	5	4	3	4	1	0	1					4	
